y,m,d,h,c
2018,2,13,0,608
2018,2,13,1,725
2018,2,13,2,407
2018,2,13,3,600
2018,2,13,4,417
2018,2,13,5,309
2018,2,13,6,539
2018,2,13,7,829
2018,2,13,8,1041
2018,2,13,9,1418
2018,2,13,10,1341
2018,2,13,11,1233
2018,2,13,12,1629
2018,2,13,13,1442
2018,2,13,14,1515
2018,2,13,15,1723
2018,2,13,16,1577
2018,2,13,17,1857
2018,2,13,18,2234
2018,2,13,19,1715
2018,2,13,20,1706
2018,2,13,21,1627
2018,2,13,22,1452
2018,2,13,23,745
2018,2,14,0,463
2018,2,14,1,708
2018,2,14,2,335
2018,2,14,3,508
2018,2,14,4,394
2018,2,14,5,429
2018,2,14,6,570
2018,2,14,7,935
2018,2,14,8,1049
2018,2,14,9,1349
2018,2,14,10,1315
2018,2,14,11,1277
2018,2,14,12,1278
2018,2,14,13,1098
2018,2,14,14,1767
2018,2,14,15,1568
2018,2,14,16,1804
2018,2,14,17,1720
2018,2,14,18,1513
2018,2,14,19,1495
2018,2,14,20,1670
2018,2,14,21,1220
2018,2,14,22,1429
2018,2,14,23,982
2018,2,15,0,386
2018,2,15,1,654
2018,2,15,2,274
2018,2,15,3,406
2018,2,15,4,523
2018,2,15,5,434
2018,2,15,6,605
2018,2,15,7,771
2018,2,15,8,1007
2018,2,15,9,1079
2018,2,15,10,1514
2018,2,15,11,1336
2018,2,15,12,1450
2018,2,15,13,1470
2018,2,15,14,1293
2018,2,15,15,1536
2018,2,15,16,3109
2018,2,15,17,2004
2018,2,15,18,1879
2018,2,15,19,1606
2018,2,15,20,1836
2018,2,15,21,1663
2018,2,15,22,1154
2018,2,15,23,827
2018,2,16,0,601
2018,2,16,1,719
2018,2,16,2,321
2018,2,16,3,455
2018,2,16,4,359
2018,2,16,5,301
2018,2,16,6,532
2018,2,16,7,870
2018,2,16,8,972
2018,2,16,9,1296
2018,2,16,10,1398
2018,2,16,11,1556
2018,2,16,12,1192
2018,2,16,13,1432
2018,2,16,14,1615
2018,2,16,15,1452
2018,2,16,16,1711
2018,2,16,17,1604
2018,2,16,18,1437
2018,2,16,19,1154
2018,2,16,20,1398
2018,2,16,21,1612
2018,2,16,22,1161
2018,2,16,23,1039
2018,2,17,0,715
2018,2,17,1,665
2018,2,17,2,306
2018,2,17,3,394
2018,2,17,4,439
2018,2,17,5,261
2018,2,17,6,374
2018,2,17,7,669
2018,2,17,8,1117
2018,2,17,9,1643
2018,2,17,10,1852
2018,2,17,11,2023
2018,2,17,12,1803
2018,2,17,13,1810
2018,2,17,14,1655
2018,2,17,15,1901
2018,2,17,16,1796
2018,2,17,17,1802
2018,2,17,18,1463
2018,2,17,19,1433
2018,2,17,20,1936
2018,2,17,21,1702
2018,2,17,22,1539
2018,2,17,23,1148
2018,2,18,0,679
2018,2,18,1,803
2018,2,18,2,324
2018,2,18,3,462
2018,2,18,4,408
2018,2,18,5,267
2018,2,18,6,368
2018,2,18,7,757
2018,2,18,8,942
2018,2,18,9,1260
2018,2,18,10,1250
2018,2,18,11,1529
2018,2,18,12,1836
2018,2,18,13,1412
2018,2,18,14,2422
2018,2,18,15,2355
2018,2,18,16,2248
2018,2,18,17,2689
2018,2,18,18,2342
2018,2,18,19,1697
2018,2,18,20,1688
2018,2,18,21,1687
2018,2,18,22,1338
2018,2,18,23,1160
2018,2,19,0,606
2018,2,19,1,682
2018,2,19,2,522
2018,2,19,3,606
2018,2,19,4,627
2018,2,19,5,293
2018,2,19,6,498
2018,2,19,7,876
2018,2,19,8,986
2018,2,19,9,1188
2018,2,19,10,1307
2018,2,19,11,1276
2018,2,19,12,1169
2018,2,19,13,1127
2018,2,19,14,1322
2018,2,19,15,1448
2018,2,19,16,1703
2018,2,19,17,1677
2018,2,19,18,1449
2018,2,19,19,1896
2018,2,19,20,1304
