y,m,d,h,c
2018,2,19,20,525
2018,2,19,21,682
2018,2,19,22,623
2018,2,19,23,668
2018,2,20,0,692
2018,2,20,1,336
2018,2,20,2,77
2018,2,20,3,405
2018,2,20,4,463
2018,2,20,5,488
2018,2,20,6,501
2018,2,20,7,705
2018,2,20,8,1072
2018,2,20,9,644
2018,2,20,10,770
2018,2,20,11,1240
2018,2,20,12,631
2018,2,20,13,601
2018,2,20,14,804
2018,2,20,15,866
2018,2,20,16,827
2018,2,20,17,676
2018,2,20,18,511
2018,2,20,19,505
2018,2,20,20,662
2018,2,20,21,631
2018,2,20,22,580
2018,2,20,23,538
2018,2,21,0,828
2018,2,21,1,404
2018,2,21,2,63
2018,2,21,3,99
2018,2,21,4,92
2018,2,21,5,59
2018,2,21,6,134
2018,2,21,7,298
2018,2,21,8,511
2018,2,21,9,601
2018,2,21,10,677
2018,2,21,11,683
2018,2,21,12,644
2018,2,21,13,663
2018,2,21,14,939
2018,2,21,15,797
2018,2,21,16,923
